Utility Level Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
2014,3,CT,99999,State Adjustment,Final,0.003,0.058,.,.,0.061,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,3,DC,15270,Potomac Electric Power Co,Final,4.685,3.627,0.000,0.000,8.312,"1,161",84,0,0,"1,245",6.912,0.000,0.000,0.000,6.912,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.685,3.627,0.000,0.000,8.312,"1,161",84,0,0,"1,245",6.912,0.000,0.000,0.000,6.912
2014,3,DC,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,3,DE,5027,Delmarva Power,Final,7.085,9.704,1.926,0.000,18.715,"1,083",182,7,0,"1,272",12.099,0.777,0.000,0.000,12.876,0.033,0.102,0.000,0.000,0.135,9,6,0,0,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,7.118,9.806,1.926,0.000,18.850,"1,092",188,7,0,"1,287",12.099,0.777,0.000,0.000,12.876
2014,3,DE,5070,Delaware Electric Cooperative,Final,1.860,1.720,.,.,3.580,320,28,.,.,348,.,.,.,.,0.000,0.029,0.005,.,.,0.034,12,1,.,.,13,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.889,1.725,0.000,0.000,3.614,332,29,0,0,361,0.000,0.000,0.000,0.000,0.000
2014,3,DE,5335,City of Dover - (DE),Final,0.047,0.062,0.000,0.000,0.109,19,18,0,0,37,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.047,0.062,0.000,0.000,0.109,19,18,0,0,37,0.000,0.000,0.000,0.000,0.000
2014,3,DE,13519,City of Newark - (DE),Final,0.046,0.000,0.073,.,0.119,45,0,6,.,51,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.046,0.000,0.073,0.000,0.119,45,0,6,0,51,0.000,0.000,0.000,0.000,0.000
2014,3,DE,99999,State Adjustment,Final,0.021,0.426,.,.,0.447,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,3,FL,6452,Florida Power & Light Co,Final,11.566,13.519,.,.,25.085,"2,221",617,.,.,"2,838",0.073,4.223,.,.,4.296,0.013,0.039,.,.,0.052,5,7,.,.,12,0.000,0.000,.,.,0.000,0.000,2.350,.,.,2.350,0,2,.,.,2,0.000,0.000,.,.,0.000,11.579,15.908,0.000,0.000,27.487,"2,226",626,0,0,"2,852",0.073,4.223,0.000,0.000,4.296
2014,3,FL,6455,"Duke Energy Florida, Inc",Final,7.180,6.695,0.284,0.000,14.159,"1,371",256,4,0,"1,631",494.545,211.012,11.941,0.000,717.498,0.002,0.001,.,0.000,0.003,2,1,.,0,3,0.007,0.000,.,0.000,0.007,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,7.182,6.696,0.284,0.000,14.162,"1,373",257,4,0,"1,634",494.552,211.012,11.941,0.000,717.505
2014,3,FL,6457,Florida Public Utilities Co,Final,0.249,0.000,0.000,0.000,0.249,54,0,0,0,54,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.249,0.000,0.000,0.000,0.249,54,0,0,0,54,0.000,0.000,0.000,0.000,0.000
2014,3,FL,7801,Gulf Power Co,Final,1.155,0.208,0.000,0.000,1.363,239,99,0,0,338,77.173,8.492,0.000,0.000,85.665,0.005,0.012,0.000,0.000,0.017,2,5,0,0,7,0.008,0.170,0.000,0.000,0.178,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.160,0.220,0.000,0.000,1.380,241,104,0,0,345,77.181,8.662,0.000,0.000,85.843
2014,3,FL,9617,JEA,Final,0.255,0.547,0.000,0.000,0.802,133,21,0,0,154,33.939,11.483,0.000,0.000,45.422,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.255,0.547,0.000,0.000,0.802,133,21,0,0,154,33.939,11.483,0.000,0.000,45.422
2014,3,FL,18454,Tampa Electric Co,Final,2.600,4.530,.,.,7.130,381,89,.,.,470,154.660,199.030,.,.,353.690,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.600,4.530,0.000,0.000,7.130,381,89,0,0,470,154.660,199.030,0.000,0.000,353.690
2014,3,FL,99999,State Adjustment,Final,6.945,8.077,.,.,15.022,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,3,GA,3916,Cobb Electric Membership Corp,Final,0.158,0.085,.,.,0.243,27,5,.,.,32,7.336,1.081,.,.,8.417,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.158,0.085,0.000,0.000,0.243,27,5,0,0,32,7.336,1.081,0.000,0.000,8.417
2014,3,GA,7140,Georgia Power Co,Final,0.920,1.180,0.250,.,2.350,200,68,6,.,274,40.420,53.830,15.190,.,109.440,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.920,1.180,0.250,0.000,2.350,200,68,6,0,274,40.420,53.830,15.190,0.000,109.440
2014,3,GA,99999,State Adjustment,Final,1.581,0.959,0.660,.,3.200,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,3,HI,8287,Hawaii Electric Light Co Inc,Final,24.970,10.646,.,.,35.616,"5,419",374,.,.,"5,793",.,.,.,.,0.000,0.054,0.184,.,.,0.238,17,4,.,.,21,.,.,.,.,0.000,.,0.049,.,.,0.049,.,1,.,.,1,.,.,.,.,0.000,25.024,10.879,0.000,0.000,35.903,"5,436",379,0,0,"5,815",0.000,0.000,0.000,0.000,0.000
2014,3,HI,10071,Kauai Island Utility Cooperative,Final,6.700,3.460,.,.,10.160,"1,821",156,.,.,"1,977",553.169,158.591,.,.,711.760,0.008,0.001,.,.,0.009,5,1,.,.,6,0.561,.,.,.,0.561,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.708,3.461,0.000,0.000,10.169,"1,826",157,0,0,"1,983",553.730,158.591,0.000,0.000,712.321
2014,3,HI,11843,Maui Electric Co Ltd,Final,26.246,11.522,.,.,37.768,"5,238",416,.,.,"5,654",.,.,.,.,0.000,0.011,0.007,.,.,0.018,5,2,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,26.257,11.529,0.000,0.000,37.786,"5,243",418,0,0,"5,661",0.000,0.000,0.000,0.000,0.000
2014,3,HI,19547,Hawaiian Electric Co Inc,Final,133.967,25.571,.,.,159.538,"30,039",713,.,.,"30,752",.,.,.,.,0.000,0.001,0.024,.,.,0.025,1,3,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,133.968,25.595,0.000,0.000,159.563,"30,040",716,0,0,"30,756",0.000,0.000,0.000,0.000,0.000
2014,3,HI,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,3,IA,9417,Interstate Power and Light Co,Final,2.195,3.912,0.214,.,6.321,298,186,12,.,496,0.155,5.700,.,.,5.855,0.788,4.346,0.218,.,5.352,65,62,4,.,131,34.284,476.358,.,.,510.642,.,0.850,0.056,.,0.906,.,2,1,.,3,.,121.450,.,.,121.450,2.983,9.108,0.488,0.000,12.579,363,250,17,0,630,34.439,603.508,0.000,0.000,637.947
2014,3,IA,12341,MidAmerican Energy Co,Final,0.232,0.231,0.000,0.000,0.463,42,15,0,0,57,1.413,0.376,0.000,0.000,1.789,0.249,1.178,0.006,0.000,1.433,41,32,1,0,74,0.999,36.044,0.000,0.000,37.043,0.000,0.000,2.290,0.000,2.290,0,0,2,0,2,0.000,0.000,0.000,0.000,0.000,0.481,1.409,2.296,0.000,4.186,83,47,3,0,133,2.412,36.420,0.000,0.000,38.832
2014,3,IA,99999,State Adjustment,Final,1.287,0.045,0.061,.,1.393,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,3,ID,9187,City of Idaho Falls - (ID),Final,0.003,0.049,0.000,0.000,0.052,2,3,0,0,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.003,0.049,0.000,0.000,0.052,2,3,0,0,5,0.000,0.000,0.000,0.000,0.000
2014,3,ID,9191,Idaho Power Co,Final,0.998,1.074,0.000,0.000,2.072,261,74,0,0,335,.,.,.,.,0.000,0.334,0.174,0.040,0.000,0.548,58,8,1,0,67,.,.,.,.,0.000,0.062,0.085,0.000,0.000,0.147,6,4,0,0,10,.,.,.,.,0.000,1.394,1.333,0.040,0.000,2.767,325,86,1,0,412,0.000,0.000,0.000,0.000,0.000
2014,3,ID,10454,Kootenai Electric Cooperative,Final,0.046,.,.,.,0.046,11,.,.,.,11,.,.,.,.,0.000,0.016,.,.,.,0.016,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.062,0.000,0.000,0.000,0.062,16,0,0,0,16,0.000,0.000,0.000,0.000,0.000
2014,3,ID,11273,Lower Valley Energy Inc,Final,0.022,.,.,.,0.022,2,.,.,.,2,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,0.000,0.000,0.000,0.024,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2014,3,ID,14354,PacifiCorp,Final,0.221,0.230,0.000,0.000,0.451,42,13,0,0,55,.,.,.,.,0.000,0.209,0.057,0.000,0.000,0.266,60,8,0,0,68,.,.,.,.,0.000,0.007,0.000,0.000,0.000,0.007,1,0,0,0,1,.,.,.,.,0.000,0.437,0.287,0.000,0.000,0.724,103,21,0,0,124,0.000,0.000,0.000,0.000,0.000
2014,3,ID,20169,Avista Corp,Final,0.122,0.155,0.000,0.000,0.277,24,8,0,0,32,0.000,0.000,0.000,0.000,0.000,0.013,0.002,0.000,0.000,0.015,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000,0.009,0.065,0.000,0.000,0.074,2,1,0,0,3,0.000,0.000,0.000,0.000,0.000,0.144,0.222,0.000,0.000,0.366,30,10,0,0,40,0.000,0.000,0.000,0.000,0.000
2014,3,ID,99999,State Adjustment,Final,0.060,.,.,.,0.060,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,3,IL,4110,Commonwealth Edison Co,Final,1.403,1.637,0.000,0.000,3.040,278,49,0,0,327,.,.,.,.,0.000,0.215,1.233,0.000,0.000,1.448,49,10,0,0,59,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.618,2.870,0.000,0.000,4.488,327,59,0,0,386,0.000,0.000,0.000,0.000,0.000
2014,3,IL,12341,MidAmerican Energy Co,Final,0.032,0.559,0.000,0.000,0.591,9,2,0,0,11,0.000,0.000,0.000,0.000,0.000,0.022,0.600,0.000,0.000,0.622,2,1,0,0,3,0.000,0.000,0.000,0.000,0.000,0.000,1.200,0.000,0.000,1.200,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.054,2.359,0.000,0.000,2.413,11,4,0,0,15,0.000,0.000,0.000,0.000,0.000
2014,3,IL,13032,Mt Carmel Public Utility Co,Final,0.010,0.010,.,.,0.020,2,1,.,.,3,0.483,0.240,.,.,0.723,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,0.010,0.000,0.000,0.020,2,1,0,0,3,0.483,0.240,0.000,0.000,0.723
2014,3,IL,56697,Ameren Illinois Company,Final,1.144,0.678,.,.,1.822,220,76,.,.,296,.,.,.,.,0.000,0.419,0.109,.,.,0.528,76,22,.,.,98,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.563,0.787,0.000,0.000,2.350,296,98,0,0,394,0.000,0.000,0.000,0.000,0.000
2014,3,IL,99999,State Adjustment,Final,0.656,0.329,0.130,.,1.115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,3,IN,9273,Indianapolis Power & Light Co,Final,0.115,0.017,.,.,0.132,31,6,.,.,37,3.230,0.430,.,.,3.660,.,0.050,.,.,0.050,.,1,.,.,1,.,0.800,.,.,0.800,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.115,0.067,0.000,0.000,0.182,31,7,0,0,38,3.230,1.230,0.000,0.000,4.460
2014,3,IN,9324,Indiana Michigan Power Co,Final,0.207,0.099,.,.,0.306,33,14,.,.,47,7.000,1.000,.,.,8.000,0.123,0.123,.,.,0.246,32,9,.,.,41,2.000,.,.,.,2.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.330,0.222,0.000,0.000,0.552,65,23,0,0,88,9.000,1.000,0.000,0.000,10.000
2014,3,IN,13756,Northern Indiana Pub Serv Co,Final,0.210,0.152,.,.,0.362,43,7,.,.,50,8.794,2.118,.,.,10.912,0.103,1.896,.,.,1.999,26,5,.,.,31,1.104,232.383,.,.,233.487,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.313,2.048,0.000,0.000,2.361,69,12,0,0,81,9.898,234.501,0.000,0.000,244.399
2014,3,IN,15470,Duke Energy Indiana Inc,Final,0.844,0.761,.,.,1.605,177,53,.,.,230,.,.,.,.,0.000,0.070,2.140,.,.,2.210,21,11,.,.,32,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.914,2.901,0.000,0.000,3.815,198,64,0,0,262,0.000,0.000,0.000,0.000,0.000
2014,3,IN,17633,Southern Indiana Gas & Elec Co,Final,0.320,0.121,.,.,0.441,51,10,.,.,61,0.000,0.000,.,.,0.000,0.002,0.002,.,.,0.004,1,1,.,.,2,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.322,0.123,0.000,0.000,0.445,52,11,0,0,63,0.000,0.000,0.000,0.000,0.000
2014,3,IN,99999,State Adjustment,Final,0.624,0.037,0.026,.,0.687,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,3,KS,9996,City of Kansas City - (KS),Final,0.016,0.003,.,.,0.019,2,1,.,.,3,0.688,.,.,.,0.688,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.016,0.003,0.000,0.000,0.019,2,1,0,0,3,0.688,0.000,0.000,0.000,0.688
2014,3,KS,10000,Kansas City Power & Light Co,Final,0.140,0.235,0.000,0.000,0.375,26,11,0,0,37,10.742,3.585,0.000,0.000,14.327,0.016,0.022,0.000,0.000,0.038,6,3,0,0,9,0.111,0.286,0.000,0.000,0.397,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.156,0.257,0.000,0.000,0.413,32,14,0,0,46,10.853,3.871,0.000,0.000,14.724
2014,3,KS,10005,Kansas Gas & Electric Co,Final,0.156,0.066,.,.,0.222,39,6,.,.,45,.,.,.,.,0.000,0.018,0.257,.,.,0.275,8,4,.,.,12,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.174,0.323,0.000,0.000,0.497,47,10,0,0,57,0.000,0.000,0.000,0.000,0.000
2014,3,KS,22500,Westar Energy Inc,Final,0.304,0.484,.,.,0.788,57,22,.,.,79,.,.,.,.,0.000,0.105,0.465,.,.,0.570,27,15,.,.,42,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.409,0.949,0.000,0.000,1.358,84,37,0,0,121,0.000,0.000,0.000,0.000,0.000
2014,3,KS,99999,State Adjustment,Final,0.149,0.042,.,.,0.191,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,3,KY,9964,Kenergy Corp,Final,0.013,.,.,.,0.013,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.013,0.000,0.000,0.000,0.013,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2014,3,KY,10171,Kentucky Utilities Co,Final,0.188,0.054,0.000,0.000,0.242,50,10,0,0,60,11.207,1.538,0.000,0.000,12.745,0.007,0.000,0.000,0.000,0.007,3,0,0,0,3,0.039,0.000,0.000,0.000,0.039,0.000,0.050,0.000,0.000,0.050,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.195,0.104,0.000,0.000,0.299,53,11,0,0,64,11.246,1.538,0.000,0.000,12.784
2014,3,KY,11249,Louisville Gas & Electric Co,Final,0.376,0.154,0.000,0.000,0.530,128,15,0,0,143,18.363,3.005,0.000,0.000,21.368,0.000,0.002,0.000,0.000,0.002,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.376,0.156,0.000,0.000,0.532,128,16,0,0,144,18.363,3.005,0.000,0.000,21.368
2014,3,KY,19446,Duke Energy Kentucky,Final,0.079,0.483,.,.,0.562,20,10,.,.,30,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.079,0.483,0.000,0.000,0.562,20,10,0,0,30,0.000,0.000,0.000,0.000,0.000
2014,3,KY,22053,Kentucky Power Co,Final,.,0.038,.,.,0.038,.,3,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.038,0.000,0.000,0.038,0,3,0,0,3,0.000,0.000,0.000,0.000,0.000
2014,3,KY,49998,City of Berea Municipal Utility,Final,0.013,0.122,0.000,0.000,0.135,6,5,0,0,11,0.755,3.159,0.000,0.000,3.914,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.013,0.122,0.000,0.000,0.135,6,5,0,0,11,0.755,3.159,0.000,0.000,3.914
2014,3,KY,99999,State Adjustment,Final,0.245,0.181,.,.,0.426,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,3,LA,3265,Cleco Power LLC,Final,7.020,0.431,.,.,7.451,"1,159",72,.,.,"1,231",.,.,.,.,0.000,0.010,.,.,.,0.010,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,7.030,0.431,0.000,0.000,7.461,"1,162",72,0,0,"1,234",0.000,0.000,0.000,0.000,0.000
2014,3,LA,11241,Entergy Louisiana LLC,Final,16.915,0.484,.,.,17.399,"3,162",157,.,.,"3,319",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.025,.,.,0.025,.,1,.,.,1,.,.,.,.,0.000,16.915,0.509,0.000,0.000,17.424,"3,162",158,0,0,"3,320",0.000,0.000,0.000,0.000,0.000
2014,3,LA,13478,Entergy New Orleans Inc,Final,19.637,0.735,.,.,20.372,"4,194",23,.,.,"4,217",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,19.637,0.735,0.000,0.000,20.372,"4,194",23,0,0,"4,217",0.000,0.000,0.000,0.000,0.000
2014,3,LA,17698,Southwestern Electric Power Co,Final,4.611,0.261,0.000,0.000,4.872,752,108,0,0,860,174.000,8.000,0.000,0.000,182.000,0.003,0.000,0.000,0.000,0.003,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,4.614,0.261,0.000,0.000,4.875,753,108,0,0,861,174.000,8.000,0.000,0.000,182.000
2014,3,LA,55936,Entergy Gulf States - LA LLC,Final,3.610,0.300,.,.,3.910,566,128,.,.,694,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.610,0.300,0.000,0.000,3.910,566,128,0,0,694,0.000,0.000,0.000,0.000,0.000
2014,3,LA,99999,State Adjustment,Final,7.060,0.445,.,.,7.505,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,3,MA,6374,Fitchburg Gas & Elec Light Co,Final,1.030,1.427,0.602,0.000,3.059,185,14,3,0,202,8.118,20.127,.,0.000,28.245,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,.,.,.,0.002,2,.,.,.,2,0.000,.,.,.,0.000,1.032,1.427,0.602,0.000,3.061,187,14,3,0,204,8.118,20.127,0.000,0.000,28.245
2014,3,MA,8774,City of Holyoke - (MA),Final,0.016,0.004,.,.,0.020,2,3,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.016,0.004,0.000,0.000,0.020,2,3,0,0,5,0.000,0.000,0.000,0.000,0.000
2014,3,MA,11804,Massachusetts Electric Co,Final,25.553,173.813,.,.,199.366,"4,711",868,.,.,"5,579",.,.,.,.,0.000,0.201,15.410,.,.,15.611,26,25,.,.,51,.,.,.,.,0.000,0.094,0.570,.,.,0.664,63,8,.,.,71,.,.,.,.,0.000,25.848,189.793,0.000,0.000,215.641,"4,800",901,0,0,"5,701",0.000,0.000,0.000,0.000,0.000
2014,3,MA,13206,Nantucket Electric Co,Final,0.032,0.010,.,.,0.042,9,1,.,.,10,.,.,.,.,0.000,0.001,0.350,.,.,0.351,1,2,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.033,0.360,0.000,0.000,0.393,10,3,0,0,13,0.000,0.000,0.000,0.000,0.000
2014,3,MA,15748,Town of Reading - (MA),Final,0.120,0.000,0.065,0.000,0.185,22,0,1,0,23,4.300,0.000,0.000,0.000,4.300,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.120,0.000,0.065,0.000,0.185,22,0,1,0,23,4.300,0.000,0.000,0.000,4.300
2014,3,MA,20455,Western Massachusetts Electric Company,Final,6.494,23.470,0.742,.,30.706,"1,117",140,5,.,"1,262",.,.,.,.,0.000,0.009,0.003,0.600,.,0.612,3,1,1,.,5,.,.,.,.,0.000,0.002,0.372,.,.,0.374,1,3,.,.,4,.,.,.,.,0.000,6.505,23.845,1.342,0.000,31.692,"1,121",144,6,0,"1,271",0.000,0.000,0.000,0.000,0.000
2014,3,MA,54913,NSTAR Electric Company,Final,33.994,98.303,19.490,0.000,151.787,"5,661",731,139,0,"6,531",59.895,"2,028.044",0.000,0.000,"2,087.939",0.206,22.416,0.661,0.000,23.283,30,32,2,0,64,0.504,"4,204.807",0.000,0.000,"4,205.311",0.316,3.544,4.639,0.000,8.499,96,18,19,0,133,0.910,507.291,0.000,0.000,508.201,34.516,124.263,24.790,0.000,183.569,"5,787",781,160,0,"6,728",61.309,"6,740.142",0.000,0.000,"6,801.451"
2014,3,MA,99999,State Adjustment,Final,2.899,4.339,.,.,7.238,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,3,MD,1167,Baltimore Gas & Electric Co,Final,18.290,27.950,.,.,46.240,"3,382",268,.,.,"3,650",.,.,.,.,0.000,0.054,0.010,.,.,0.064,18,3,.,.,21,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,18.344,27.960,0.000,0.000,46.304,"3,400",271,0,0,"3,671",0.000,0.000,0.000,0.000,0.000
2014,3,MD,5027,Delmarva Power,Final,3.254,13.618,1.017,0.000,17.889,392,69,2,0,463,0.000,0.000,0.000,0.000,0.000,0.058,0.074,0.000,0.000,0.132,15,5,0,0,20,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,3.312,13.692,1.017,0.000,18.021,407,74,2,0,483,0.000,0.000,0.000,0.000,0.000
