Utility Level Data - States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
2019,2,NY,14711,Pennsylvania Electric Co,Preliminary,AC,0.034,0.001,0.000,0.000,0.035,5,1,0,0,6,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.004,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.034,0.005,NM,0.000,0.039,5,2,0,0,7,0.000,0.000,0.000,0.000,0.000
2019,2,NY,16183,Rochester Gas & Electric Corp,Preliminary,AC,9.381,24.752,.,.,34.133,"1,323",150,.,.,"1,473",.,.,.,.,0.000,.,.,.,.,0,0.072,23.283,.,.,23.355,11,313,.,.,324,.,.,.,.,0.000,0.074,0.880,.,.,0.954,13,5,.,.,18,.,.,.,.,0.000,0.222,1.000,.,.,1.222,15,1,.,.,16,.,.,.,.,0.000,9.749,49.915,NM,0.000,59.664,"1,362",469,0,0,"1,831",0.000,0.000,0.000,0.000,0.000
2019,2,NY,99999,Adjustment 2019,Preliminary,,0.094,.,0.025,.,0.119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.094,.,0.025,.,0.119,.,.,.,.,.,.,.,.,.,.
2019,2,OH,3542,Duke Energy Ohio Inc,Preliminary,AC,5.880,15.099,0.000,0.000,20.979,952,176,0,0,"1,128",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.032,0.041,.,.,0.073,7,2,.,.,9,.,.,.,.,0.000,.,3.572,.,.,3.572,.,8,.,.,8,.,.,.,.,0.000,5.912,18.712,NM,0.000,24.624,959,186,0,0,"1,145",0.000,0.000,0.000,0.000,0.000
2019,2,OH,3755,Cleveland Electric Illum Co,Preliminary,AC,2.128,5.717,0.721,0.000,8.566,358,89,7,0,454,0.057,0.000,0.000,0.000,0.057,10,0,0,0,10,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.021,2.735,1.225,0.000,3.981,5,15,2,0,22,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.149,8.452,1.946,0.000,12.547,363,104,9,0,476,0.000,0.000,0.000,0.000,0.000
2019,2,OH,4922,Dayton Power & Light Co,Preliminary,AC,2.602,7.285,.,.,9.887,388,76,.,.,464,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.099,4.668,.,.,4.767,20,10,.,.,30,.,.,.,.,0.000,0.000,0.575,.,.,0.575,0,1,.,.,1,.,.,.,.,0.000,2.701,12.528,NM,0.000,15.229,408,87,0,0,495,0.000,0.000,0.000,0.000,0.000
2019,2,OH,13998,Ohio Edison Co,Preliminary,AC,4.899,13.698,0.040,0.000,18.637,629,124,2,0,755,0.332,0.000,0.000,0.000,0.332,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.768,1.783,1.050,0.000,3.601,74,34,3,0,111,0.000,0.000,0.000,0.000,0.000,0.000,0.915,0.000,0.000,0.915,0,4,0,0,4,0.000,0.000,0.000,0.000,0.000,5.667,16.396,1.090,0.000,23.153,703,162,5,0,870,0.000,0.000,0.000,0.000,0.000
2019,2,OH,14006,Ohio Power Co,Preliminary,AC,11.105,31.882,1.207,0.000,44.194,"1,573",302,24,0,"1,899",0.271,0.013,0.000,0.000,0.284,49,3,0,0,52,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,191.397,290.286,10.600,0.000,492.283,0.339,2.344,21.233,0.000,23.916,58,24,6,0,88,5.377,21.320,"1,514.400",0.000,"1,541.097",0.000,3.215,1.000,0.000,4.215,0,8,1,0,9,0.000,33.680,0.000,0.000,33.680,11.444,37.441,23.440,0.000,72.325,"1,631",334,31,0,"1,996",196.774,345.286,"1,525.000",0.000,"2,067.060"
2019,2,OH,18997,The Toledo Edison Co,Preliminary,AC,0.933,9.907,2.827,0.000,13.667,129,68,5,0,202,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.273,3.345,0.000,0.000,3.618,41,20,0,0,61,0.000,0.000,0.000,0.000,0.000,0.000,0.780,0.000,0.000,0.780,0,4,0,0,4,.,.,.,.,0.000,1.206,14.032,2.827,0.000,18.065,170,92,5,0,267,0.000,0.000,0.000,0.000,0.000
2019,2,OH,99999,Adjustment 2019,Preliminary,,8.036,2.418,0.511,.,10.965,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8.036,2.418,0.511,.,10.965,.,.,.,.,.,.,.,.,.,.
2019,2,OK,5860,Empire District Electric Co,Preliminary,DC,.,0.005,.,.,0.005,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,NM,0.005,NM,0.000,0.005,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2019,2,OK,13734,Northeast Oklahoma Electric Co,Preliminary,AC,0.281,0.132,0.000,0.000,0.413,45,7,0,0,52,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,7.649,8.104,0.000,0.000,15.753,0.015,0.000,0.000,0.000,0.015,2,0,0,0,2,0.505,0.000,0.000,0.000,0.505,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.296,0.132,NM,0.000,0.428,47,7,0,0,54,8.154,8.104,0.000,0.000,16.258
2019,2,OK,14062,Oklahoma Electric Coop Inc,Preliminary,AC,0.560,0.035,.,.,0.595,82,2,.,.,84,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.083,.,.,.,0.083,24,.,.,.,24,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.643,0.035,NM,0.000,0.678,106,2,0,0,108,0.000,0.000,0.000,0.000,0.000
2019,2,OK,14063,Oklahoma Gas & Electric Co,Preliminary,AC,2.359,1.327,0.300,0.000,3.986,441,51,1,0,493,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,4.161,7.372,0.723,0.000,12.256,"1,412","1,560",18,0,"2,990",0.000,0.000,0.000,0.000,0.000,0.135,0.533,0.000,0.000,0.668,21,10,0,0,31,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,6.655,9.232,1.023,0.000,16.910,"1,874","1,621",19,0,"3,514",0.000,0.000,0.000,0.000,0.000
2019,2,OK,15474,Public Service Co of Oklahoma,Preliminary,AC,0.734,0.448,0.000,0.000,1.182,145,24,0,0,169,0.064,0.014,0.000,0.000,0.078,11,1,0,0,12,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,22.319,6.203,0.000,0.000,28.522,0.057,0.047,0.000,0.000,0.104,10,5,0,0,15,0.467,0.484,0.000,0.000,0.951,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.791,0.495,NM,0.000,1.286,155,29,0,0,184,22.786,6.687,0.000,0.000,29.473
2019,2,OK,19785,Verdigris Valley Elec Coop Inc,Preliminary,AC,0.177,.,.,.,0.177,25,.,.,.,25,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.177,NM,NM,0.000,0.177,25,0,0,0,25,0.000,0.000,0.000,0.000,0.000
2019,2,OK,99999,Adjustment 2019,Preliminary,,1.947,0.208,.,.,2.155,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.947,0.208,.,.,2.155,.,.,.,.,.,.,.,.,.,.
2019,2,OR,6022,City of Eugene - (OR),Preliminary,AC,3.708,1.457,0.000,0.000,5.165,609,80,0,0,689,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.708,1.457,NM,0.000,5.165,609,80,0,0,689,0.000,0.000,0.000,0.000,0.000
2019,2,OR,9191,Idaho Power Co,Preliminary,DC,0.277,0.190,0.698,0.000,1.165,34,9,10,0,53,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.279,0.190,0.698,0.000,1.167,35,9,10,0,54,0.000,0.000,0.000,0.000,0.000
2019,2,OR,14354,PacifiCorp,Preliminary,DC,30.337,31.414,4.495,0.000,66.246,"5,881",753,167,0,"6,801",0.165,0.000,0.000,0.000,0.165,14,0,0,0,14,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.078,0.087,0.000,0.000,0.165,18,9,0,0,27,.,.,.,.,0.000,0.136,1.791,0.000,0.000,1.927,8,14,0,0,22,.,.,.,.,0.000,30.551,33.292,4.495,0.000,68.338,"5,907",776,167,0,"6,850",0.000,0.000,0.000,0.000,0.000
2019,2,OR,15248,Portland General Electric Co,Preliminary,DC,48.461,23.730,6.168,0.000,78.359,"8,834",517,45,0,"9,396",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.289,0.382,0.000,0.000,0.671,31,11,0,0,42,.,.,.,.,0.000,0.008,0.156,2.510,0.000,2.674,1,5,4,0,10,.,.,.,.,0.000,48.758,24.268,8.678,0.000,81.704,"8,866",533,49,0,"9,448",0.000,0.000,0.000,0.000,0.000
2019,2,OR,18260,Surprise Valley Electrification,Preliminary,AC,0.015,0.015,0.000,0.000,0.030,1,1,0,0,2,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.015,0.015,NM,0.000,0.030,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000
2019,2,OR,28541,Clatskanie Peoples Util Dist,Preliminary,DC,0.024,.,.,.,0.024,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,0.027,NM,NM,0.000,0.027,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000
2019,2,OR,40437,Emerald People's Utility Dist,Preliminary,DC,0.666,0.229,.,.,0.895,129,22,.,.,151,.,.,.,.,0.000,.,.,.,.,0,0.076,.,.,.,0.076,76,.,.,.,76,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.742,0.229,NM,0.000,0.971,205,22,0,0,227,0.000,0.000,0.000,0.000,0.000
2019,2,OR,99999,Adjustment 2019,Preliminary,,-7.942,-8.131,-1.746,0.000,-17.820,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.013,.,.,.,-0.013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-7.955,-8.131,-1.746,0.000,-17.833,.,.,.,.,.,.,.,.,.,.
2019,2,PA,3597,Citizens Electric Co - (PA),Preliminary,AC,0.155,0.570,0.841,.,1.566,24,6,3,.,33,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.155,0.570,0.841,0.000,1.566,24,6,3,0,33,0.000,0.000,0.000,0.000,0.000
2019,2,PA,5487,Duquesne Light Co,Preliminary,AC,16.456,4.272,1.365,0.000,22.093,"2,458",87,3,0,"2,548",.,.,.,.,0.000,.,.,.,.,0,0.054,0.271,.,.,0.325,13,7,.,.,20,.,.,.,.,0.000,0.067,0.024,.,.,0.091,13,4,.,.,17,.,.,.,.,0.000,.,0.065,.,.,0.065,.,1,.,.,1,.,.,.,.,0.000,16.577,4.632,1.365,0.000,22.574,"2,484",99,3,0,"2,586",0.000,0.000,0.000,0.000,0.000
2019,2,PA,12390,Metropolitan Edison Co,Preliminary,AC,32.765,15.746,4.870,0.000,53.381,"3,642",236,12,0,"3,890",0.272,0.000,0.000,0.000,0.272,38,0,0,0,38,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.110,0.102,0.000,0.000,0.212,23,2,0,0,25,0.000,0.000,0.000,0.000,0.000,0.023,1.063,4.900,0.000,5.986,5,5,4,0,14,0.000,0.000,0.000,0.000,0.000,32.898,16.911,9.770,0.000,59.579,"3,670",243,16,0,"3,929",0.000,0.000,0.000,0.000,0.000
2019,2,PA,14711,Pennsylvania Electric Co,Preliminary,AC,3.964,2.511,0.000,0.000,6.475,505,71,0,0,576,0.006,0.000,0.000,0.000,0.006,1,0,0,0,1,0.253,0.022,0.000,0.000,0.275,22,2,0,0,24,0.000,0.000,0.000,0.000,0.000,0.164,0.059,0.000,0.000,0.223,35,11,0,0,46,0.000,0.000,0.000,0.000,0.000,0.000,1.334,20.410,0.000,21.744,0,8,3,0,11,0.000,0.000,0.000,0.000,0.000,4.381,3.926,20.410,0.000,28.717,562,92,3,0,657,0.000,0.000,0.000,0.000,0.000
2019,2,PA,14715,PPL Electric Utilities Corp,Preliminary,AC,56.683,66.825,13.203,.,136.711,"6,995",643,51,.,"7,689",.,.,.,.,0.000,.,.,.,.,0,0.756,10.234,.,.,10.990,35,103,.,.,138,.,.,.,.,0.000,0.313,0.129,.,.,0.442,97,20,.,.,117,.,.,.,.,0.000,0.143,30.505,1.000,.,31.648,8,32,1,.,41,.,.,.,.,0.000,57.895,107.693,14.203,0.000,179.791,"7,135",798,52,0,"7,985",0.000,0.000,0.000,0.000,0.000
2019,2,PA,14716,Pennsylvania Power Co,Preliminary,AC,1.118,1.007,0.030,0.000,2.155,121,18,1,0,140,0.025,0.000,0.000,0.000,0.025,3,0,0,0,3,0.000,0.037,0.000,0.000,0.037,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.006,0.082,0.000,.,0.088,2,5,0,0,7,0.000,0.000,0.000,0.000,0.000,0.000,1.250,0.000,0.000,1.250,0,3,0,0,3,0.000,0.000,0.000,0.000,0.000,1.124,2.376,0.030,0.000,3.530,123,27,1,0,151,0.000,0.000,0.000,0.000,0.000
2019,2,PA,14940,PECO Energy Co,Preliminary,AC,57.530,18.890,20.680,.,97.100,"8,280",283,34,.,"8,597",.,.,.,.,0.000,.,.,.,.,0,0.440,1.180,.,.,1.620,26,27,.,.,53,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,57.970,20.070,20.680,0.000,98.720,"8,306",310,34,0,"8,650",0.000,0.000,0.000,0.000,0.000
2019,2,PA,15045,Pike County Light & Power Co,Preliminary,AC,0.030,0.020,0.000,0.000,0.050,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.030,0.020,NM,0.000,0.050,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000
2019,2,PA,19390,"UGI Utilities, Inc",Preliminary,AC,0.464,0.383,0.160,0.000,1.007,70,10,3,0,83,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.200,0.000,0.000,0.200,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.019,6,0,0,0,6,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.483,0.583,0.160,0.000,1.226,76,11,3,0,90,0.000,0.000,0.000,0.000,0.000
2019,2,PA,20334,Wellsborough Electric Co,Preliminary,AC,0.014,0.018,0.000,0.000,0.032,2,2,0,0,4,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.018,0.002,0.000,0.000,0.020,5,1,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.032,0.020,NM,0.000,0.052,7,3,0,0,10,0.000,0.000,0.000,0.000,0.000
2019,2,PA,20387,West Penn Power Company,Preliminary,AC,7.294,4.151,1.872,0.000,13.317,787,36,7,0,830,0.037,0.000,0.000,0.000,0.037,5,0,0,0,5,0.083,0.000,0.000,0.000,0.083,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000,0.083,0.017,0.003,0.000,0.103,30,8,1,0,39,0.000,0.000,0.000,0.000,0.000,0.006,0.005,0.000,0.000,0.011,2,1,0,0,3,0.000,0.000,0.000,0.000,0.000,7.466,4.173,1.875,0.000,13.514,822,45,8,0,875,0.000,0.000,0.000,0.000,0.000
2019,2,PA,99999,Adjustment 2019,Preliminary,,3.546,1.529,0.110,.,5.185,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.546,1.529,0.110,.,5.185,.,.,.,.,.,.,.,.,.,.
2019,2,RI,1857,Block Island Power Co,Preliminary,AC,0.300,0.030,0.000,0.000,0.330,27,5,0,0,32,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.027,0.000,0.000,0.000,0.027,2,0,0,0,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.327,0.030,NM,0.000,0.357,29,5,0,0,34,0.000,0.000,0.000,0.000,0.000
2019,2,RI,13214,The Narragansett Electric Co,Preliminary,AC,16.395,49.818,.,.,66.213,"2,826",301,.,.,"3,127",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.026,18.240,.,.,18.266,9,20,.,.,29,.,.,.,.,0.000,0.002,0.255,.,.,0.257,2,2,.,.,4,.,.,.,.,0.000,16.423,68.313,NM,0.000,84.736,"2,837",323,0,0,"3,160",0.000,0.000,0.000,0.000,0.000
2019,2,RI,14537,Pascoag Utility District,Preliminary,AC,0.028,.,.,.,0.028,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.028,NM,NM,0.000,0.028,6,0,0,0,6,0.000,0.000,0.000,0.000,0.000
2019,2,RI,99999,Adjustment 2019,Preliminary,,.,.,NM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NM,.,.,.,.,.,.,.,.,.,.,.,.
2019,2,SC,1613,Berkeley Electric Coop Inc,Preliminary,AC,4.240,.,.,.,4.240,675,.,.,.,675,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.240,NM,NM,0.000,4.240,675,0,0,0,675,0.000,0.000,0.000,0.000,0.000
2019,2,SC,3046,Duke Energy Progress - (NC),Preliminary,AC,7.198,7.138,.,.,14.336,962,45,.,.,"1,007",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.400,.,.,0.400,.,1,.,.,1,.,.,.,.,0.000,7.198,7.538,NM,0.000,14.736,962,46,0,0,"1,008",0.000,0.000,0.000,0.000,0.000
2019,2,SC,5416,"Duke Energy Carolinas, LLC",Preliminary,AC,50.004,14.082,8.553,0.000,72.639,"5,932",172,21,0,"6,125",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"2,211.976",296.342,63.632,0.000,"2,571.950",0.000,0.001,0.000,0.000,0.001,0,1,0,0,1,.,.,.,.,0.000,0.015,.,.,.,0.015,1,.,.,.,1,.,.,.,.,0.000,50.019,14.083,8.553,0.000,72.655,"5,933",173,21,0,"6,127","2,211.976",296.342,63.632,0.000,"2,571.950"
2019,2,SC,14398,Palmetto Electric Coop Inc,Preliminary,DC,0.538,0.134,0.000,0.000,0.672,68,5,0,0,73,.,.,.,.,0.000,.,.,.,.,0,0.240,0.000,0.000,0.000,0.240,89,0,0,0,89,0.338,0.000,0.000,0.000,0.338,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.778,0.134,NM,0.000,0.912,157,5,0,0,162,0.338,0.000,0.000,0.000,0.338
2019,2,SC,17539,"Dominion Energy South Carolina, Inc",Preliminary,AC,65.732,5.677,0.133,.,71.542,"9,206",93,1,.,"9,300",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"3,246.670",166.860,0.130,.,"3,413.660",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,65.732,5.677,0.133,0.000,71.542,"9,206",93,1,0,"9,300","3,246.670",166.860,0.130,0.000,"3,413.660"
2019,2,SC,17543,South Carolina Public Service Authority,Preliminary,AC,3.518,.,.,.,3.518,541,.,.,.,541,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,156.097,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.518,NM,NM,0.000,3.518,541,0,0,0,541,156.097,0.000,0.000,0.000,156.097
2019,2,SC,99999,Adjustment 2019,Preliminary,,14.997,1.632,0.022,0.000,16.651,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.042,0.000,0.000,0.000,-0.042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14.955,1.632,0.022,0.000,16.609,.,.,.,.,.,.,.,.,.,.
2019,2,SD,1769,"Black Hills Electric Coop, Inc",Preliminary,AC,0.097,0.000,0.000,0.000,0.097,16,0,0,0,16,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.968,0.000,0.000,0.000,0.968,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0.035,0.000,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.099,NM,NM,0.000,0.099,17,0,0,0,17,1.003,0.000,0.000,0.000,1.003
2019,2,SD,14232,Otter Tail Power Co,Preliminary,AC,.,0.040,.,.,0.040,.,2,.,.,2,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,2.720,.,.,2.720,0.003,0.112,.,.,0.115,1,3,.,.,4,0.000,4.187,.,.,4.187,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.003,0.152,NM,0.000,0.155,1,5,0,0,6,0.000,6.907,0.000,0.000,6.907
2019,2,SD,17267,Sioux Valley SW Elec Coop,Preliminary,DC,0.109,0.002,0.000,0.000,0.111,11,3,0,0,14,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.960,0.000,0.000,0.000,1.960,0.033,0.002,0.000,0.000,0.035,5,2,0,0,7,0.689,0.000,0.000,0.000,0.689,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.142,0.004,NM,0.000,0.146,16,5,0,0,21,2.649,0.000,0.000,0.000,2.649
2019,2,SD,19293,Southeastern Electric Coop Inc - (SD),Preliminary,AC,0.029,0.020,.,.,0.049,3,2,.,.,5,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.496,0.270,.,.,1.766,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.029,0.020,NM,0.000,0.049,3,2,0,0,5,1.496,0.270,0.000,0.000,1.766
2019,2,SD,20401,West River Electric Assn Inc,Preliminary,DC,0.088,0.150,.,.,0.238,12,1,.,.,13,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.890,0.000,.,.,1.890,0.038,0.010,.,.,0.048,12,1,.,.,13,0.958,0.072,.,.,1.030,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.126,0.160,NM,0.000,0.286,24,2,0,0,26,2.848,0.072,0.000,0.000,2.920
