YEAR,MONTH,STATE,UTILITY CODE,UTILITY NAME, RESIDENTIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , TOTAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , COMMERCIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , INDUSTRIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , TRANSPORTATION PHOTOVOLTAIC NET METERING CUSTOMER COUNT , TOTAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , RESIDENTIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  WIND ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL WIND INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL WIND INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  WIND INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION WIND INSTALLED NET METERING CAPACITY (MW) , TOTAL WIND INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL WIND NET METERING CUSTOMER COUNT , COMMERCIAL WIND NET METERING CUSTOMER COUNT , INDUSTRIAL WIND NET METERING CUSTOMER COUNT , TRANSPORTATION WIND NET METERING CUSTOMER COUNT , TOTAL WIND NET METERING CUSTOMER COUNT , RESIDENTIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL OTHER INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL OTHER INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  OTHER INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION OTHER INSTALLED NET METERING CAPACITY (MW) , TOTAL OTHER INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL OTHER NET METERING CUSTOMER COUNT , COMMERCIAL OTHER NET METERING CUSTOMER COUNT , INDUSTRIAL OTHER NET METERING CUSTOMER COUNT , TRANSPORTATION OTHER NET METERING CUSTOMER COUNT , TOTAL OTHER NET METERING CUSTOMER COUNT , RESIDENTIAL  TOTAL ENERGY SOLD BACK TO THE UTILITY (MWh) , COMMERCIAL  TOTAL  ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  TOTAL  ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  TOTAL  ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL TOTAL  INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL TOTAL  INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  TOTAL  INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION TOTAL  INSTALLED NET METERING CAPACITY (MW) , TOTAL  INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL TOTAL  NET METERING CUSTOMER COUNT , COMMERCIAL TOTAL  NET METERING CUSTOMER COUNT , INDUSTRIAL TOTAL  NET METERING CUSTOMER COUNT , TRANSPORTATION TOTAL  NET METERING CUSTOMER COUNT , TOTAL NET METERING CUSTOMER COUNT , RESIDENTIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , COMMERCIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , INDUSTRIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , TRANSPORTATION  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITYFOR ALL STATES SERVED(MWh) , RESIDENTIAL INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , COMMERCIAL INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , INDUSTRIAL  INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , TRANSPORTATION INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , RESIDENTIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , COMMERCIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , INDUSTRIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , TRANSPORTATION NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , NET METERING CUSTOMER COUNT FOR ALL STATES SERVED ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,PA,12390,Metropolitan Edison Co, -   , -   , -   , -   , -   , 5.59 , 5.13 , 3.91 , -   , 14.63 , 679 , 77 , 6 , -   , 762 , -   , -   , -   , -   , -   , 0 , -   , -   , -   , 0 , 3 , -   , -   , -   , 3 ,,,,,0.00,,,,,0.00,,,,, -   ,0,0,0,0,0,0,0,1.1,0,1.1, -   , -   , 1 , -   , 1 ,0,0,0,0,0,5.602,5.132,5.01,0,15.744, 682 , 77 , 7 , -   , 766 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,PA,14711,Pennsylvania Electric Co, -   , -   , -   , -   , -   , 1.59 , 1.52 , -   , -   , 3.11 , 182 , 27 , -   , -   , 209 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 33 , 11 , -   , -   , 44 ,,,,,0.00,,,,,0.00,,,,, -   ,0,0,0,0,0,0,0.31,0,0,0.31, -   , 2 , -   , -   , 2 ,0,0,0,0,0,1.73,1.896,0,0,3.626, 215 , 40 , -   , -   , 255 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,PA,14715,PPL Electric Utilities Corp,,,,, -   , 16.02 , 40.53 , 7.36 , -   , 63.91 ," 2,147 ", 368 , 35 , -   ," 2,550 ",,,,, -   , 0 , 0 , -   , -   , 0 , 85 , 18 , -   , -   , 103 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.128,6.401,0,0,6.529, 7 , 15 , -   , -   , 22 ,0,0,0,0,0,16.391,47.041,7.356,0,70.788," 2,239 ", 401 , 35 , -   ," 2,675 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,PA,14716,Pennsylvania Power Co, -   , -   , -   , -   , -   , 0.17 , 0.13 , 0.03 , -   , 0.33 , 22 , 11 , 1 , -   , 34 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 2 , 4 , -   , -   , 6 ,,,,,0.00,,,,,0.00,,,,, -   ,0,0,0,0,0,0,0.65,0,0,0.65, -   , 2 , -   , -   , 2 ,0,0,0,0,0,0.171,0.861,0.03,0,1.062, 24 , 17 , 1 , -   , 42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,PA,14940,PECO Energy Co,,,,, -   , 13.43 , 15.63 , 6.92 ,, 35.99 ," 1,841 ", 183 , 20 ,," 2,044 ",,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,13.433,15.634,6.923,0,35.99," 1,841 ", 183 , 20 , -   ," 2,044 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,PA,15045,Pike County Light & Power Co, -   , -   , -   , -   , -   , 0.02 , 0.02 , -   , -   , 0.04 , 3 , 1 , -   , -   , 4 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.021,0.021,0,0,0.042, 3 , 1 , -   , -   , 4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,PA,19390,"UGI Utilities, Inc", -   , -   , -   , -   , -   , 0.29 , 0.31 , 0.16 , -   , 0.76 , 43 , 8 , 3 , -   , 54 , -   , -   , -   , -   , -   , 0 , -   , -   , -   , 0 , 6 , -   , -   , -   , 6 ,,,,,0.00,,,,,0.00,,,,, -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0,0,0,0,0,0.313,0.307,0.16,0,0.78, 49 , 8 , 3 , -   , 60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,PA,20334,Wellsborough Electric Co, -   , -   , -   , -   , -   , 0.01 , 0.00 , -   , -   , 0.02 , 2 , 1 , -   , -   , 3 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 5 , 1 , -   , -   , 6 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.032,0.005,0,0,0.037, 7 , 2 , -   , -   , 9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,PA,20387,West Penn Power Company, 0.81 , 0.48 , -   ,, 1.29 , 1.72 , 1.65 , 0.51 ,, 3.87 , 254 , 29 , 3 ,, 286 , -   , 0 , -   ,, 0 , 0 , 0 , 0 ,, 0 , 26 , 8 , 1 ,, 35 ,,,,,0.00,,,,,0.00,,,,, -   ,,0,,,0,,0.005,,,0.005,, 1 ,,, 1 ,0.811,0.555,0,0,1.366,1.793,1.668,0.511,0,3.972, 280 , 38 , 4 , -   , 322 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,RI,1857,Block Island Power Co,,,,, -   ,,,,, -   ,,,,, -   , 2 ,,,, 2 , 0 ,,,, 0 , 3 ,,,, 3 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,1.79,0,0,0,1.79,0.01,0,0,0,0.01, 3 , -   , -   , -   , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,RI,13214,The Narragansett Electric Co,,,,, -   , 0.60 , 1.53 , -   , -   , 2.13 , 144 , 51 , -   , -   , 195 ,,,,, -   , 0 , 2 , -   , -   , 2 , 7 , 6 , -   , -   , 13 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.62,3.905,0,0,4.525, 151 , 57 , -   , -   , 208 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,SC,3046,Progress Energy Carolinas Inc,,,,, -   , 0.00 , 0.00 ,,, 0.01 , 1 , 1 ,,, 2 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.003,0.003,0,0,0.006, 1 , 1 , -   , -   , 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,SC,5416,"Duke Energy Carolinas, LLC", 5.39 , 1.74 ,,, 7.12 , 0.17 , 0.07 ,,, 0.25 , 45 , 9 ,,, 54 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,5.385,1.738,0,0,7.123,0.173,0.073,0,0,0.246, 45 , 9 , -   , -   , 54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,SC,17539,South Carolina Electric&Gas Co, 9.40 ,,,, 9.40 , 0.26 ,,,, 0.26 , 93 ,,,, 93 , 0 ,,,, 0 , 0 ,,,, 0 , 1 ,,,, 1 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,9.403,0,0,0,9.403,0.261,0,0,0,0.261, 94 , -   , -   , -   , 94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,SC,17543,South Carolina Pub Serv Auth, 2.15 ,,,, 2.15 , 0.04 ,,,, 0.04 , 12 ,,,, 12 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,2.145,0,0,0,2.145,0.044,0,0,0,0.044, 12 , -   , -   , -   , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,SD,1769,"Black Hills Electric Coop, Inc", 0.10 ,,,, 0.10 , 0.01 ,,,, 0.01 , 3 ,,,, 3 , 0 ,,,, 0 , 0 ,,,, 0 , 1 ,,,, 1 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0.219,0,0,0,0.219,0.017,0,0,0,0.017, 4 , -   , -   , -   , 4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,SD,14232,Otter Tail Power Co,, -   ,,, -   ,, 0.04 ,,, 0.04 ,, 2 ,,, 2 , -   , 0 ,,, 0 , 0 , 0 ,,, 0 , 1 , 1 ,,, 2 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0.268,0,0,0.268,0.003,0.042,0,0,0.045, 1 , 3 , -   , -   , 4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,SD,20401,West River Electric Assn Inc,,,,, -   ,,,,, -   ,,,,, -   , 2 , 0 , -   , -   , 3 , 0 , 0 , -   , -   , 0 , 24 , 1 , -   , -   , 25 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,2.396,0.487,0,0,2.883,0.111,0.01,0,0,0.121, 24 , 1 , -   , -   , 25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,TN,10331,Kingsport Power Co,,,,, -   , 0.00 , 0.13 ,,, 0.14 , 1 , 5 ,,, 6 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.004,0.132,0,0,0.136, 1 , 5 , -   , -   , 6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,TX,5701,El Paso Electric Co, 2.46 , -   ,,, 2.46 , 0.51 , 0.04 ,,, 0.55 , 87 , 6 ,,, 93 , -   , -   ,,, -   , 0 , 0 ,,, 0 , 2 , 2 ,,, 4 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,2.464,0,0,0,2.464,0.53,0.041,0,0,0.571, 89 , 8 , -   , -   , 97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,TX,16604,City of San Antonio - (TX),,,,, -   , 3.06 , 2.15 ,,, 5.21 , 481 , 81 ,,, 562 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,3.062,2.151,0,0,5.213, 481 , 81 , -   , -   , 562 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,TX,17008,Sharyland Utilities LP,,,,, -   , 0.04 ,,,, 0.04 , 6 ,,,, 6 ,,,,, -   , 0 , 0 ,,, 0 , 16 , 4 ,,, 20 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.079,0.085,0,0,0.164, 22 , 4 , -   , -   , 26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,TX,17698,Southwestern Electric Power Co, -   , -   , -   , -   , -   , 0.06 , 0.14 , -   , -   , 0.20 , 10 , 9 , -   , -   , 19 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,0.00,,,,,0.00,,,,, -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0,0,0,0,0,0.062,0.135,0,0,0.197, 10 , 9 , -   , -   , 19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,TX,55937,Entergy Texas Inc.,,,,, -   , 0.45 , 0.24 ,,, 0.69 , 83 , 14 ,,, 97 ,,,,, -   , 0 ,,,, 0 , 5 ,,,, 5 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.466,0.236,0,0,0.702, 88 , 14 , -   , -   , 102 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,UT,2010,City of Bountiful, -   , -   , -   , -   , -   , 0.04 , -   , -   , -   , 0.04 , 11 , -   , -   , -   , 11 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.041,0,0,0,0.041, 11 , -   , -   , -   , 11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,UT,11135,City of Logan - (UT), -   , -   , -   , -   , -   , 0.03 , 0.02 , -   , -   , 0.05 , 9 , 1 , -   , -   , 10 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.03,0.02,0,0,0.05, 9 , 1 , -   , -   , 10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,UT,14354,PacifiCorp,,,,, -   , 1.02 , 1.66 , 0.03 , -   , 2.71 , 351 , 82 , 2 , -   , 435 ,,,,, -   , 0 , 0 , -   , -   , 0 , 9 , 3 , -   , -   , 12 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.003,0.152,0,0,0.155, 1 , 3 , -   , -   , 4 ,0,0,0,0,0,1.051,1.819,0.031,0,2.901, 361 , 88 , 2 , -   , 451 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,UT,15444,Provo City Corp, -   ,,,, -   , 0.08 ,,,, 0.08 , 20 ,,,, 20 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.084,0,0,0,0.084, 20 , -   , -   , -   , 20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,UT,17845,City of Springville, 0.23 ,,,, 0.23 , 0.02 ,,,, 0.02 , 4 ,,,, 4 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0.225,0,0,0,0.225,0.017,0,0,0,0.017, 4 , -   , -   , -   , 4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
