Utility Level Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
2015,4,SD,19293,Southeastern Electric Coop Inc - (SD),Final,.,0.020,.,.,0.020,.,2,.,.,2,.,1.829,.,.,1.829,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.020,0.000,0.000,0.020,0,2,0,0,2,0.000,1.829,0.000,0.000,1.829
2015,4,SD,20401,West River Electric Assn Inc,Final,.,0.150,.,.,0.150,.,1,.,.,1,.,2.750,.,.,2.750,0.104,0.010,.,.,0.114,22,1,.,.,23,3.578,0.873,.,.,4.451,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.104,0.160,0.000,0.000,0.264,22,2,0,0,24,3.578,3.623,0.000,0.000,7.201
2015,4,SD,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.
2015,4,TN,10331,Kingsport Power Co,Final,0.051,0.146,.,.,0.197,7,6,.,.,13,4.644,5.280,.,.,9.924,0.004,.,.,.,0.004,1,.,.,.,1,0.012,.,.,.,0.012,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.055,0.146,0.000,0.000,0.201,8,6,0,0,14,4.656,5.280,0.000,0.000,9.936
2015,4,TN,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.
2015,4,TX,5701,El Paso Electric Co,Final,2.358,2.067,0.000,0.000,4.425,542,62,0,0,604,65.582,24.221,0.000,0.000,89.803,0.018,0.028,0.000,0.000,0.046,4,3,0,0,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.376,2.095,0.000,0.000,4.471,546,65,0,0,611,65.582,24.221,0.000,0.000,89.803
2015,4,TX,16604,City of San Antonio - (TX),Final,12.270,9.665,.,.,21.935,"2,262",287,.,.,"2,549",75.367,16.071,.,.,91.438,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,12.270,9.665,0.000,0.000,21.935,"2,262",287,0,0,"2,549",75.367,16.071,0.000,0.000,91.438
2015,4,TX,17008,Sharyland Utilities LP,Final,0.163,0.024,.,.,0.187,23,3,.,.,26,.,.,.,.,0.000,0.153,0.009,.,.,0.162,31,3,.,.,34,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.316,0.033,0.000,0.000,0.349,54,6,0,0,60,0.000,0.000,0.000,0.000,0.000
2015,4,TX,17698,Southwestern Electric Power Co,Final,0.187,0.376,0.000,0.000,0.563,27,19,0,0,46,10.143,9.020,0.000,0.000,19.163,0.010,0.000,0.000,0.000,0.010,1,0,0,0,1,0.234,0.000,0.000,0.000,0.234,0.000,0.060,0.000,0.000,0.060,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.197,0.436,0.000,0.000,0.633,28,20,0,0,48,10.377,9.020,0.000,0.000,19.397
2015,4,TX,44372,Oncor Electric Delivery Company LLC,Final,19.792,26.164,0.000,0.000,45.956,"3,939",461,0,0,"4,400",.,.,.,.,0.000,0.869,0.715,0.000,0.000,1.584,206,48,0,0,254,.,.,.,.,0.000,0.008,0.020,0.000,0.000,0.028,1,1,0,0,2,.,.,.,.,0.000,20.669,26.899,0.000,0.000,47.568,"4,146",510,0,0,"4,656",0.000,0.000,0.000,0.000,0.000
2015,4,TX,55937,Entergy Texas Inc.,Final,0.664,0.293,.,.,0.957,129,19,.,.,148,.,.,.,.,0.000,0.013,.,.,.,0.013,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.677,0.293,0.000,0.000,0.970,133,19,0,0,152,0.000,0.000,0.000,0.000,0.000
2015,4,TX,99999,State Adjustment,Final,32.134,7.742,.,.,39.876,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32.134,7.742,.,.,39.876,.,.,.,.,.,.,.,.,.,.
2015,4,UT,2010,City of Bountiful,Final,0.259,0.027,0.000,0.000,0.286,45,2,0,0,47,0.000,0.000,0.000,0.000,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.259,0.027,0.000,0.000,0.286,45,2,0,0,47,0.000,0.000,0.000,0.000,0.000
2015,4,UT,11135,City of Logan - (UT),Final,0.035,0.040,0.000,0.000,0.075,16,1,0,0,17,0.000,0.000,0.000,0.000,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.035,0.040,0.000,0.000,0.075,16,1,0,0,17,0.000,0.000,0.000,0.000,0.000
2015,4,UT,12866,Moon Lake Electric Assn Inc,Final,0.006,0.020,0.000,0.000,0.026,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.006,0.020,0.000,0.000,0.026,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000
2015,4,UT,14354,PacifiCorp,Final,16.763,14.578,2.308,0.000,33.649,"3,766",385,33,0,"4,184",.,.,.,.,0.000,0.138,0.026,0.000,0.000,0.164,44,8,0,0,52,.,.,.,.,0.000,0.074,0.226,0.000,0.000,0.300,14,8,0,0,22,.,.,.,.,0.000,16.975,14.830,2.308,0.000,34.113,"3,824",401,33,0,"4,258",0.000,0.000,0.000,0.000,0.000
2015,4,UT,15444,Provo City Corp,Final,0.385,.,.,.,0.385,68,.,.,.,68,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.385,0.000,0.000,0.000,0.385,68,0,0,0,68,0.000,0.000,0.000,0.000,0.000
2015,4,UT,17845,City of Springville - (UT),Final,0.061,.,.,.,0.061,13,.,.,.,13,8.050,.,.,.,8.050,0.005,.,.,.,0.005,2,.,.,.,2,0.313,.,.,.,0.313,.,0.006,.,.,0.006,.,1,.,.,1,.,0.000,.,.,0.000,0.066,0.006,0.000,0.000,0.072,15,1,0,0,16,8.363,0.000,0.000,0.000,8.363
2015,4,UT,17874,City of St George,Final,0.370,0.650,.,0.000,1.020,72,11,.,0,83,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.370,0.650,0.000,0.000,1.020,72,11,0,0,83,0.000,0.000,0.000,0.000,0.000
2015,4,UT,18206,Strawberry Electric Serv Dist,Final,0.115,0.000,0.000,0.000,0.115,23,0,0,0,23,0.000,0.000,0.000,0.000,0.000,0.065,0.000,0.000,0.000,0.065,13,0,0,0,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.180,0.000,0.000,0.000,0.180,36,0,0,0,36,0.000,0.000,0.000,0.000,0.000
2015,4,UT,99999,State Adjustment,Final,1.562,0.910,0.309,.,2.781,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.562,0.910,0.309,.,2.781,.,.,.,.,.,.,.,.,.,.
2015,4,VA,84,A & N Electric Coop,Final,0.046,0.125,.,.,0.171,12,8,.,.,20,.,.,.,.,0.000,0.012,0.000,.,.,0.012,5,0,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.058,0.125,0.000,0.000,0.183,17,8,0,0,25,0.000,0.000,0.000,0.000,0.000
2015,4,VA,733,Appalachian Power Co,Final,1.929,1.994,0.083,.,4.006,404,43,1,.,448,131.922,13.324,0.000,.,145.246,0.075,0.042,.,.,0.117,20,5,.,.,25,1.950,1.631,.,.,3.581,.,1.128,.,.,1.128,.,1,.,.,1,.,0.000,.,.,0.000,2.004,3.164,0.083,0.000,5.251,424,49,1,0,474,133.872,14.955,0.000,0.000,148.827
2015,4,VA,17066,Shenandoah Valley Elec Coop,Final,0.895,0.066,.,.,0.961,119,6,.,.,125,.,.,.,.,0.000,0.032,.,.,.,0.032,7,.,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.927,0.066,0.000,0.000,0.993,126,6,0,0,132,0.000,0.000,0.000,0.000,0.000
2015,4,VA,19876,Virginia Electric & Power Co,Final,5.055,3.751,0.019,.,8.825,"1,134",143,1,.,"1,278",.,.,.,.,0.000,0.048,0.072,.,.,0.120,20,9,.,.,29,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.103,3.823,0.019,0.000,8.945,"1,154",152,1,0,"1,307",0.000,0.000,0.000,0.000,0.000
2015,4,VA,19882,Virginia Tech Electric Service,Final,0.118,0.108,0.000,0.000,0.226,30,4,0,0,34,2.764,0.331,0.000,0.000,3.095,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.118,0.108,0.000,0.000,0.226,30,4,0,0,34,2.764,0.331,0.000,0.000,3.095
2015,4,VA,40228,Rappahannock Electric Coop,Final,0.885,0.156,.,.,1.041,165,10,.,.,175,.,.,.,.,0.000,0.027,.,.,.,0.027,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.912,0.156,0.000,0.000,1.068,171,10,0,0,181,0.000,0.000,0.000,0.000,0.000
2015,4,VA,99999,State Adjustment,Final,1.944,1.180,NM,.,3.271,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.944,1.180,0.147,.,3.271,.,.,.,.,.,.,.,.,.,.
2015,4,VT,2548,City of Burlington Electric - (VT),Final,0.230,0.596,0.038,0.000,0.864,64,27,1,0,92,19.681,38.537,0.000,0.000,58.218,0.000,0.063,0.000,0.000,0.063,0,3,0,0,3,0.000,0.000,0.000,0.000,0.000,0.000,0.145,0.000,0.000,0.145,0,1,0,0,1,0.000,20.720,0.000,0.000,20.720,0.230,0.804,0.038,0.000,1.072,64,31,1,0,96,19.681,59.257,0.000,0.000,78.938
2015,4,VT,7601,Green Mountain Power Corp,Final,22.275,12.079,0.197,0.000,34.551,"3,157",246,4,0,"3,407",.,.,.,0.000,0.000,0.192,.,.,.,0.192,14,.,.,.,14,.,.,.,.,0.000,0.916,0.220,.,.,1.136,55,2,.,.,57,.,.,.,.,0.000,23.383,12.299,0.197,0.000,35.879,"3,226",248,4,0,"3,478",0.000,0.000,0.000,0.000,0.000
2015,4,VT,19791,"Vermont Electric Cooperative, Inc",Final,2.986,0.411,0.000,0.000,3.397,478,17,0,0,495,.,.,.,.,0.000,0.198,0.088,0.000,0.000,0.286,30,6,0,0,36,.,.,.,.,0.000,0.000,0.282,0.000,0.000,0.282,0,2,0,0,2,.,.,.,.,0.000,3.184,0.781,0.000,0.000,3.965,508,25,0,0,533,0.000,0.000,0.000,0.000,0.000
2015,4,VT,99999,State Adjustment,Final,2.501,0.213,.,.,2.714,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.501,0.213,.,.,2.714,.,.,.,.,.,.,.,.,.,.
2015,4,WA,3660,PUD No 1 of Clark County - (WA),Final,1.111,0.188,.,.,1.299,263,13,.,.,276,85.190,2.430,.,.,87.620,0.068,0.002,.,.,0.070,4,1,.,.,5,0.000,.,.,.,0.000,0.016,.,.,.,0.016,1,.,.,.,1,2.140,.,.,.,2.140,1.195,0.190,0.000,0.000,1.385,268,14,0,0,282,87.330,2.430,0.000,0.000,89.760
2015,4,WA,14354,PacifiCorp,Final,1.309,0.692,0.026,0.000,2.027,217,45,3,0,265,.,.,.,.,0.000,0.030,0.000,0.000,0.000,0.030,4,0,0,0,4,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,1.339,0.692,0.026,0.000,2.057,221,45,3,0,269,0.000,0.000,0.000,0.000,0.000
2015,4,WA,15500,Puget Sound Energy Inc,Final,15.332,2.941,.,.,18.273,"2,667",211,.,.,"2,878",.,.,.,.,0.000,0.094,0.010,.,.,0.104,29,4,.,.,33,.,.,.,.,0.000,0.069,0.078,.,.,0.147,13,4,.,.,17,.,.,.,.,0.000,15.495,3.029,0.000,0.000,18.524,"2,709",219,0,0,"2,928",0.000,0.000,0.000,0.000,0.000
2015,4,WA,16868,City of Seattle - (WA),Final,5.970,1.860,.,.,7.830,"1,679",131,.,.,"1,810",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.970,1.860,0.000,0.000,7.830,"1,679",131,0,0,"1,810",0.000,0.000,0.000,0.000,0.000
2015,4,WA,17470,PUD 1 of Snohomish County,Final,3.503,0.515,.,.,4.018,578,64,.,.,642,.,.,.,.,0.000,0.010,.,.,.,0.010,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.513,0.515,0.000,0.000,4.028,582,64,0,0,646,0.000,0.000,0.000,0.000,0.000
2015,4,WA,18429,City of Tacoma  - (WA),Final,0.528,0.126,.,.,0.654,144,9,.,.,153,56.600,11.600,.,.,68.200,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.528,0.126,0.000,0.000,0.654,144,9,0,0,153,56.600,11.600,0.000,0.000,68.200
2015,4,WA,20169,Avista Corp,Final,0.832,0.365,.,.,1.197,176,30,.,.,206,.,.,.,.,0.000,0.108,.,.,.,0.108,15,.,.,.,15,.,.,.,.,0.000,0.063,0.017,.,.,0.080,9,1,.,.,10,.,.,.,.,0.000,1.003,0.382,0.000,0.000,1.385,200,31,0,0,231,0.000,0.000,0.000,0.000,0.000
2015,4,WA,99999,State Adjustment,Final,5.808,0.560,NM,.,6.394,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.808,0.560,0.026,.,6.394,.,.,.,.,.,.,.,.,.,.
2015,4,WI,4715,Dahlberg Light & Power Co,Final,0.028,.,.,.,0.028,5,.,.,.,5,0.885,.,.,.,0.885,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.028,0.000,0.000,0.000,0.028,5,0,0,0,5,0.885,0.000,0.000,0.000,0.885
2015,4,WI,5574,East Central Energy,Final,0.020,.,.,.,0.020,4,.,.,.,4,0.000,.,.,.,0.000,0.022,.,.,.,0.022,3,.,.,.,3,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.042,0.000,0.000,0.000,0.042,7,0,0,0,7,0.000,0.000,0.000,0.000,0.000
2015,4,WI,11479,Madison Gas & Electric Co,Final,0.489,1.232,.,.,1.721,129,51,.,.,180,43.938,56.770,.,.,100.708,0.065,0.020,.,.,0.085,4,1,.,.,5,0.889,0.048,.,.,0.937,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.554,1.252,0.000,0.000,1.806,133,52,0,0,185,44.827,56.818,0.000,0.000,101.645
2015,4,WI,13697,North Central Power Co Inc,Final,0.041,.,.,.,0.041,7,.,.,.,7,1.516,.,.,.,1.516,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.041,0.000,0.000,0.000,0.041,7,0,0,0,7,1.516,0.000,0.000,0.000,1.516
2015,4,WI,13815,Northwestern Wisconsin Elec Co,Final,0.078,0.017,0.000,0.000,0.095,13,3,0,0,16,5.818,0.000,0.000,0.000,5.818,0.020,0.040,0.000,0.000,0.060,1,2,0,0,3,0.000,3.204,0.000,0.000,3.204,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.098,0.057,0.000,0.000,0.155,14,5,0,0,19,5.818,3.204,0.000,0.000,9.022
2015,4,WI,20847,Wisconsin Electric Power Co,Final,2.051,1.808,0.010,0.000,3.869,376,146,1,0,523,.,.,.,.,0.000,0.443,0.997,0.000,0.000,1.440,29,38,0,0,67,.,.,.,.,0.000,0.000,0.025,0.000,0.000,0.025,0,3,0,0,3,.,.,.,.,0.000,2.494,2.830,0.010,0.000,5.334,405,187,1,0,593,0.000,0.000,0.000,0.000,0.000
2015,4,WI,20856,Wisconsin Power & Light Co,Final,1.138,1.073,.,.,2.211,225,113,.,.,338,.,.,.,.,0.000,0.330,0.206,.,.,0.536,40,22,.,.,62,.,.,.,.,0.000,0.020,0.289,.,.,0.309,1,17,.,.,18,.,.,.,.,0.000,1.488,1.568,0.000,0.000,3.056,266,152,0,0,418,0.000,0.000,0.000,0.000,0.000
2015,4,WI,20860,Wisconsin Public Service Corp,Final,1.350,1.714,.,.,3.064,276,143,.,.,419,.,.,.,.,0.000,0.441,0.511,.,.,0.952,39,15,.,.,54,.,.,.,.,0.000,0.010,0.025,.,.,0.035,1,2,.,.,3,.,.,.,.,0.000,1.801,2.250,0.000,0.000,4.051,316,160,0,0,476,0.000,0.000,0.000,0.000,0.000
2015,4,WI,99999,State Adjustment,Final,2.922,0.421,NM,.,3.367,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.922,0.421,0.024,.,3.367,.,.,.,.,.,.,.,.,.,.
2015,4,WV,733,Appalachian Power Co,Final,0.266,0.300,0.005,.,0.571,60,22,1,.,83,16.021,7.070,0.076,.,23.167,0.025,0.010,.,.,0.035,6,2,.,.,8,0.065,0.000,.,.,0.065,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.291,0.310,0.005,0.000,0.606,66,24,1,0,91,16.086,7.070,0.076,0.000,23.232
2015,4,WV,12796,Monongahela Power Co,Final,0.429,0.231,.,.,0.660,98,16,.,.,114,0.000,0.000,.,.,0.000,0.034,0.001,.,.,0.035,11,1,.,.,12,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.463,0.232,0.000,0.000,0.695,109,17,0,0,126,0.000,0.000,0.000,0.000,0.000
2015,4,WV,15263,The Potomac Edison Company,Final,1.341,0.124,.,.,1.465,195,14,.,.,209,0.000,0.000,.,.,0.000,0.016,0.005,.,.,0.021,7,2,.,.,9,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.357,0.129,0.000,0.000,1.486,202,16,0,0,218,0.000,0.000,0.000,0.000,0.000
2015,4,WV,20521,Wheeling Power Co,Final,0.152,0.005,.,.,0.157,16,1,.,.,17,11.584,0.400,.,.,11.984,0.004,.,.,.,0.004,2,.,.,.,2,0.003,.,.,.,0.003,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.156,0.005,0.000,0.000,0.161,18,1,0,0,19,11.587,0.400,0.000,0.000,11.987
2015,4,WV,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.
2015,4,WY,3461,Cheyenne Light Fuel & Power d/b/a Black,Final,0.051,0.031,.,.,0.082,9,3,.,.,12,.,.,.,.,0.000,0.239,0.033,.,.,0.272,96,3,.,.,99,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.290,0.064,0.000,0.000,0.354,105,6,0,0,111,0.000,0.000,0.000,0.000,0.000
2015,4,WY,7222,City of Gillette - (WY),Final,0.016,.,.,.,0.016,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.016,0.000,0.000,0.000,0.016,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2015,4,WY,8566,High Plains Power Inc,Final,0.146,0.025,0.000,0.000,0.171,27,2,0,0,29,.,.,.,.,0.000,0.027,0.018,0.000,0.000,0.045,7,3,0,0,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.173,0.043,0.000,0.000,0.216,34,5,0,0,39,0.000,0.000,0.000,0.000,0.000
2015,4,WY,11273,Lower Valley Energy Inc,Final,0.190,0.097,0.213,.,0.500,50,12,7,.,69,.,.,.,.,0.000,.,0.025,.,.,0.025,.,2,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.190,0.122,0.213,0.000,0.525,50,14,7,0,71,0.000,0.000,0.000,0.000,0.000
2015,4,WY,14354,PacifiCorp,Final,0.320,0.297,0.000,0.000,0.617,91,32,0,0,123,.,.,.,.,0.000,0.177,0.101,0.000,0.000,0.278,51,14,0,0,65,.,.,.,.,0.000,0.031,0.021,0.000,0.000,0.052,7,3,0,0,10,.,.,.,.,0.000,0.528,0.419,0.000,0.000,0.947,149,49,0,0,198,0.000,0.000,0.000,0.000,0.000
2015,4,WY,19156,Powder River Energy Corp,Final,0.085,0.062,.,.,0.147,15,3,.,.,18,7.986,3.782,.,.,11.768,0.028,0.010,.,.,0.038,9,1,.,.,10,1.013,0.219,.,.,1.232,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.113,0.072,0.000,0.000,0.185,24,4,0,0,28,8.999,4.001,0.000,0.000,13.000
2015,4,WY,27058,"High West Energy, Inc",Final,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.120,.,0.004,.,0.124,60,.,1,.,61,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.120,0.000,0.004,0.000,0.124,60,0,1,0,61,0.000,0.000,0.000,0.000,0.000
2015,4,WY,99999,State Adjustment,Final,0.282,0.071,.,.,0.353,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.282,0.071,.,.,0.353,.,.,.,.,.,.,.,.,.,.
2015,5,AK,219,Alaska Power and Telephone Co,Final,0.012,0.011,0.000,0.000,0.023,3,1,0,0,4,0.500,0.620,0.000,0.000,1.120,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.012,0.011,0.000,0.000,0.023,3,1,0,0,4,0.500,0.620,0.000,0.000,1.120
2015,5,AK,599,Anchorage Municipal Light and Power,Final,0.018,0.019,.,.,0.037,6,2,.,.,8,1.375,0.088,.,.,1.463,.,0.002,.,.,0.002,.,1,.,.,1,.,0.036,.,.,0.036,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.018,0.021,0.000,0.000,0.039,6,3,0,0,9,1.375,0.124,0.000,0.000,1.499
2015,5,AK,3522,Chugach Electric Assn Inc,Final,0.019,0.011,.,.,0.030,5,2,.,.,7,.,.,.,.,0.000,.,0.010,.,.,0.010,.,4,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.019,0.021,0.000,0.000,0.040,5,6,0,0,11,0.000,0.000,0.000,0.000,0.000
2015,5,AK,7353,Golden Valley Elec Assn Inc,Final,0.185,0.103,0.019,.,0.307,42,13,3,.,58,7.561,1.766,0.000,.,9.327,0.013,0.009,0.000,.,0.022,4,2,0,.,6,0.000,0.000,0.000,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.198,0.112,0.019,0.000,0.329,46,15,3,0,64,7.561,1.766,0.000,0.000,9.327
2015,5,AK,11824,Matanuska Electric Assn Inc,Final,0.081,0.017,0.000,0.000,0.098,23,4,0,0,27,0.000,0.000,0.000,0.000,0.000,0.042,0.016,0.000,0.000,0.058,15,4,0,0,19,0.000,0.000,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.027,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000,0.150,0.033,0.000,0.000,0.183,43,8,0,0,51,0.000,0.000,0.000,0.000,0.000
2015,5,AK,19558,Homer Electric Assn Inc,Final,0.112,0.029,.,.,0.141,36,6,.,.,42,5.998,0.592,.,.,6.590,0.103,0.020,.,.,0.123,28,4,.,.,32,0.981,0.550,.,.,1.531,0.000,0.000,.,.,0.000,0,0,.,.,0,0.000,0.000,.,.,0.000,0.215,0.049,0.000,0.000,0.264,64,10,0,0,74,6.979,1.142,0.000,0.000,8.121
2015,5,AK,99999,State Adjustment,Final,0.036,.,.,.,0.036,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.036,.,.,.,0.036,.,.,.,.,.,.,.,.,.,.
2015,5,AL,195,Alabama Power Co,Final,0.266,0.205,0.040,.,0.511,60,16,1,.,77,15.271,16.106,0.000,.,31.377,.,0.002,.,.,0.002,.,1,.,.,1,.,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.266,0.207,0.040,0.000,0.513,60,17,1,0,78,15.271,16.106,0.000,0.000,31.377
2015,5,AL,99999,State Adjustment,Final,0.066,.,.,.,0.066,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.066,.,.,.,0.066,.,.,.,.,.,.,.,.,.,.
2015,5,AR,814,Entergy Arkansas Inc,Final,0.533,0.190,.,.,0.723,112,16,.,.,128,.,.,.,.,0.000,0.002,0.057,.,.,0.059,1,4,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.535,0.247,0.000,0.000,0.782,113,20,0,0,133,0.000,0.000,0.000,0.000,0.000
