Utility Level Data - States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
2017,3,MD,99999,State Adjustment,Final,AC,6.646,7.777,1.653,.,16.076,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.646,7.777,1.653,.,16.076,.,.,.,.,.,.,.,.,.,.
2017,3,ME,1179,Emera Maine,Final,AC,2.006,1.088,0.026,.,3.120,390,55,1,.,446,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.358,0.162,0.600,.,1.120,97,16,1,.,114,.,.,.,.,0.000,.,0.280,.,.,0.280,.,4,.,.,4,.,.,.,.,0.000,2.364,1.530,0.626,0.000,4.520,487,75,2,0,564,0.000,0.000,0.000,0.000,0.000
2017,3,ME,3266,Central Maine Power Co,Final,AC,13.785,7.616,0.000,0.000,21.401,"2,298",250,0,0,"2,548",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.337,0.000,0.000,0.000,0.337,70,0,0,0,70,719.291,272.414,0.000,0.000,991.705,1.315,0.339,0.000,0.000,1.654,159,30,0,0,189,3.978,0.820,0.000,0.000,4.798,0.116,1.631,0.000,0.000,1.747,3,11,0,0,14,0.422,64.517,0.000,0.000,64.939,15.553,9.586,NM,0.000,25.139,"2,530",291,0,0,"2,821",723.691,337.751,0.000,0.000,"1,061.442"
2017,3,ME,5609,Eastern Maine Electric Coop,Final,AC,0.035,.,.,.,0.035,9,.,.,.,9,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.052,.,.,.,0.052,10,.,.,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.087,NM,NM,0.000,0.087,19,0,0,0,19,0.000,0.000,0.000,0.000,0.000
2017,3,ME,99999,State Adjustment,Final,AC,0.249,0.032,.,.,0.281,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.249,0.032,.,.,0.281,.,.,.,.,.,.,.,.,.,.
2017,3,MI,392,Alpena Power Co,Final,AC,.,0.010,.,.,0.010,.,2,.,.,2,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.003,.,.,.,0.003,17,.,.,.,17,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.003,0.010,NM,0.000,0.013,17,2,0,0,19,0.000,0.000,0.000,0.000,0.000
2017,3,MI,3828,Cloverland Electric Co-op,Final,AC,0.050,0.012,.,.,0.062,10,2,.,.,12,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.050,0.013,.,.,0.063,15,4,.,.,19,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.100,0.025,NM,0.000,0.125,25,6,0,0,31,0.000,0.000,0.000,0.000,0.000
2017,3,MI,4254,Consumers Energy Co,Final,DC,2.909,4.039,.,.,6.948,442,111,.,.,553,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.386,0.299,.,.,0.685,88,19,.,.,107,.,.,.,.,0.000,.,.,0.190,.,0.190,.,.,1,.,1,.,.,.,.,0.000,3.295,4.338,0.190,0.000,7.823,530,130,1,0,661,0.000,0.000,0.000,0.000,0.000
2017,3,MI,5109,DTE Electric Company,Final,AC,7.665,4.556,0.240,0.000,12.461,"1,163",235,10,0,"1,408",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.162,0.416,0.007,0.000,0.585,33,30,1,0,64,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,7.827,4.972,0.247,0.000,13.046,"1,196",265,11,0,"1,472",0.000,0.000,0.000,0.000,0.000
2017,3,MI,9324,Indiana Michigan Power Co,Final,AC,0.155,0.097,0.000,.,0.252,22,9,0,.,31,0.014,0.000,0.000,.,0.014,2,0,0,.,2,0.000,0.000,0.000,.,0.000,0,0,0,.,0,6.243,2.468,0.000,.,8.711,0.028,0.007,0.005,.,0.040,8,2,1,.,11,0.405,0.000,0.000,.,0.405,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.183,0.104,0.005,0.000,0.292,30,11,1,0,42,6.648,2.468,0.000,0.000,9.116
2017,3,MI,10704,City of Lansing - (MI),Final,AC,0.048,0.030,.,.,0.078,10,4,.,.,14,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.048,0.030,NM,0.000,0.078,10,4,0,0,14,0.000,0.000,0.000,0.000,0.000
2017,3,MI,19578,Upper Peninsula Power Company,Final,AC,0.652,0.067,0.000,0.000,0.719,102,3,0,0,105,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.064,0.002,0.000,0.000,0.066,22,1,0,0,23,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.716,0.069,NM,0.000,0.785,124,4,0,0,128,0.000,0.000,0.000,0.000,0.000
2017,3,MI,60631,Upper Michigan Energy Resources Corp.,Final,DC,0.146,0.007,0.000,0.000,0.153,24,2,0,0,26,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.051,0.020,0.000,0.000,0.071,8,1,0,0,9,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.005,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000,0.197,0.032,NM,0.000,0.229,32,5,0,0,37,0.000,0.000,0.000,0.000,0.000
2017,3,MI,99999,State Adjustment,Final,AC,1.361,1.503,0.318,.,3.182,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.361,1.503,0.318,.,3.182,.,.,.,.,.,.,.,.,.,.
2017,3,MN,689,Connexus Energy,Final,AC,0.405,0.040,.,.,0.445,56,1,.,.,57,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.088,0.010,.,.,0.098,6,1,.,.,7,.,.,.,.,0.000,.,.,0.160,.,0.160,.,.,1,.,1,.,.,.,.,0.000,0.493,0.050,0.160,0.000,0.703,62,2,1,0,65,0.000,0.000,0.000,0.000,0.000
2017,3,MN,5574,East Central Energy,Final,AC,0.361,0.092,0.000,0.000,0.453,45,9,0,0,54,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,13.163,1.346,0.000,0.000,14.509,0.144,0.094,0.000,0.000,0.238,7,5,0,0,12,2.662,0.686,0.000,0.000,3.348,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.505,0.186,NM,0.000,0.691,52,14,0,0,66,15.825,2.032,0.000,0.000,17.857
2017,3,MN,12647,"ALLETE, Inc.",Final,AC,0.752,1.496,0.002,.,2.250,121,48,1,.,170,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,18.444,12.142,0.000,.,30.586,0.082,0.093,.,.,0.175,8,7,.,.,15,1.110,1.369,.,.,2.479,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.834,1.589,0.002,0.000,2.425,129,55,1,0,185,19.554,13.511,0.000,0.000,33.065
2017,3,MN,13781,Northern States Power Co - Minnesota,Final,DC,10.112,11.935,2.745,0.000,24.792,"1,460",452,87,0,"1,999",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,10.112,11.935,2.745,0.000,24.792,"1,460",452,87,0,"1,999",0.000,0.000,0.000,0.000,0.000
2017,3,MN,14232,Otter Tail Power Co,Final,AC,0.110,0.183,0.000,0.000,0.293,10,15,0,0,25,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,5.313,5.942,0.000,0.000,11.255,0.084,0.189,0.000,0.000,0.273,4,9,0,0,13,0.879,2.891,0.000,0.000,3.770,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.194,0.372,NM,0.000,0.566,14,24,0,0,38,6.192,8.833,0.000,0.000,15.025
2017,3,MN,16181,Rochester Public Utilities,Final,AC,0.397,0.087,0.000,0.000,0.484,62,5,0,0,67,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,22.170,1.559,0.000,0.000,23.729,0.003,0.000,0.000,0.000,0.003,1,0,0,0,1,0.016,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.400,0.087,NM,0.000,0.487,63,5,0,0,68,22.186,1.559,0.000,0.000,23.745
2017,3,MN,17267,Sioux Valley SW Elec Coop,Final,DC,0.010,0.028,0.000,0.000,0.038,1,2,0,0,3,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.340,0.778,0.000,0.000,1.118,0.078,0.035,0.000,0.000,0.113,4,1,0,0,5,4.710,1.137,0.000,0.000,5.847,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.088,0.063,NM,0.000,0.151,5,3,0,0,8,5.050,1.915,0.000,0.000,6.965
2017,3,MN,20996,Wright-Hennepin Coop Elec Assn,Final,AC,0.159,0.042,.,.,0.201,10,2,.,.,12,.,.,.,.,0.000,.,.,.,.,0,0.080,.,.,.,0.080,41,.,.,.,41,7.213,0.734,.,.,7.947,0.100,0.020,.,.,0.120,6,1,.,.,7,5.586,0.952,.,.,6.538,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.339,0.062,NM,0.000,0.401,57,3,0,0,60,12.799,1.686,0.000,0.000,14.485
2017,3,MN,25177,Dakota Electric Association,Final,AC,0.648,0.284,.,.,0.932,69,10,.,.,79,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.110,0.095,.,.,0.205,6,4,.,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.758,0.379,NM,0.000,1.137,75,14,0,0,89,0.000,0.000,0.000,0.000,0.000
2017,3,MN,99999,State Adjustment,Final,AC,6.252,2.540,0.352,.,9.144,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.252,2.540,0.352,.,9.144,.,.,.,.,.,.,.,.,.,.
2017,3,MO,4675,Cuivre River Electric Coop Inc,Final,AC,0.149,.,.,.,0.149,19,.,.,.,19,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0,.,.,.,0,9.152,.,.,.,9.152,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.149,NM,NM,0.000,0.149,19,0,0,0,19,9.152,0.000,0.000,0.000,9.152
2017,3,MO,5860,Empire District Electric Co,Final,DC,8.639,5.100,0.308,.,14.047,793,188,8,.,989,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,102.670,32.850,0.000,.,135.520,0.035,0.067,0.010,.,0.112,7,2,1,.,10,0.000,0.000,0.000,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.674,5.167,0.318,0.000,14.159,800,190,9,0,999,102.670,32.850,0.000,0.000,135.520
2017,3,MO,9231,City of Independence - (MO),Final,AC,0.084,0.177,.,.,0.261,19,9,.,.,28,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,6.091,4.753,.,.,10.844,.,0.002,.,.,0.002,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.084,0.179,NM,0.000,0.263,19,10,0,0,29,6.091,4.753,0.000,0.000,10.844
2017,3,MO,10000,Kansas City Power & Light Co,Final,AC,7.334,16.281,.,.,23.615,683,730,.,.,"1,413",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,465.929,359.197,.,.,825.126,0.011,0.050,.,.,0.061,4,1,.,.,5,0.038,0.000,.,.,0.038,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,7.345,16.331,NM,0.000,23.676,687,731,0,0,"1,418",465.967,359.197,0.000,0.000,825.164
2017,3,MO,12698,KCP&L Greater Missouri Operations Co.,Final,AC,17.445,14.150,0.480,.,32.075,"1,031",626,15,.,"1,672",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"1,108.187",651.821,2.160,.,"1,762.168",0.026,0.009,.,.,0.035,11,3,.,.,14,1.269,0.325,.,.,1.594,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,17.471,14.159,0.480,0.000,32.110,"1,042",629,15,0,"1,686","1,109.456",652.146,2.160,0.000,"1,763.762"
2017,3,MO,17833,City Utilities of Springfield - (MO),Final,AC,0.281,0.275,.,.,0.556,44,10,.,.,54,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,2.591,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.281,0.275,NM,0.000,0.556,44,10,0,0,54,2.591,0.000,0.000,0.000,2.591
2017,3,MO,19436,Union Electric Co - (MO),Final,DC,22.457,33.761,.,.,56.218,"2,411","1,513",.,.,"3,924",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.048,0.018,.,.,0.066,18,7,.,.,25,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,22.505,33.779,NM,0.000,56.284,"2,429","1,520",0,0,"3,949",0.000,0.000,0.000,0.000,0.000
2017,3,MO,99999,State Adjustment,Final,AC,6.741,0.894,.,.,7.635,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.741,0.894,.,.,7.635,.,.,.,.,.,.,.,.,.,.
2017,3,MS,3841,Coast Electric Power Assn,Final,AC,0.274,0.110,.,.,0.384,49,2,.,.,51,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,17.207,3.680,.,.,20.887,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.274,0.110,NM,0.000,0.384,49,2,0,0,51,17.207,3.680,0.000,0.000,20.887
2017,3,MS,12685,Entergy Mississippi Inc,Final,DC,0.140,0.120,.,.,0.260,37,8,.,.,45,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.005,0.000,.,.,0.005,1,0,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.145,0.120,NM,0.000,0.265,38,8,0,0,46,0.000,0.000,0.000,0.000,0.000
2017,3,MS,12686,Mississippi Power Co,Final,DC,0.343,0.084,.,.,0.427,50,4,.,.,54,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.343,0.084,NM,0.000,0.427,50,4,0,0,54,0.000,0.000,0.000,0.000,0.000
2017,3,MS,17647,Southern Pine Elec Power Assn,Final,AC,0.066,0.250,.,.,0.316,9,3,.,.,12,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,4.945,20.392,.,.,25.337,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.065,.,.,0.065,.,1,.,.,1,.,0.000,.,.,0.000,0.066,0.315,NM,0.000,0.381,9,4,0,0,13,4.945,20.392,0.000,0.000,25.337
2017,3,MS,99999,State Adjustment,Final,AC,0.285,0.657,NM,.,1.132,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.285,0.657,NM,.,1.132,.,.,.,.,.,.,.,.,.,.
2017,3,MT,6395,Flathead Electric Coop Inc,Final,AC,0.160,0.033,.,.,0.193,31,7,.,.,38,.,.,.,.,0.000,.,.,.,.,0,0.100,.,.,.,0.100,266,.,.,.,266,.,.,.,.,0.000,0.005,.,.,.,0.005,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.265,0.033,NM,0.000,0.298,301,7,0,0,308,0.000,0.000,0.000,0.000,0.000
2017,3,MT,12692,"Missoula Electric Coop, Inc",Final,AC,0.161,0.015,0.000,0.000,0.176,31,2,0,0,33,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.066,0.036,0.000,0.000,0.102,79,7,0,0,86,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.229,0.051,NM,0.000,0.280,111,9,0,0,120,0.000,0.000,0.000,0.000,0.000
2017,3,MT,12825,NorthWestern Energy LLC - (MT),Final,DC,5.782,2.799,0.000,0.000,8.581,"1,419",342,0,0,"1,761",0.000,0.038,0.000,0.000,0.038,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.406,0.474,0.000,0.000,0.880,80,35,0,0,115,0.000,0.000,0.000,0.000,0.000,0.018,0.070,0.000,0.000,0.088,3,2,0,0,5,0.000,0.000,0.000,0.000,0.000,6.206,3.343,NM,0.000,9.549,"1,502",379,0,0,"1,881",0.000,0.000,0.000,0.000,0.000
2017,3,MT,19603,USBIA-Mission Valley Power,Final,AC,0.103,.,.,.,0.103,23,.,.,.,23,0.000,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.103,NM,NM,0.000,0.103,23,0,0,0,23,0.000,0.000,0.000,0.000,0.000
2017,3,MT,20997,Yellowstone Valley Elec Co-op,Final,AC,0.321,.,.,.,0.321,32,.,.,.,32,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.000,.,.,.,0.000,0.028,.,.,.,0.028,4,.,.,.,4,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.349,NM,NM,0.000,0.349,36,0,0,0,36,0.000,0.000,0.000,0.000,0.000
2017,3,MT,99999,State Adjustment,Final,AC,0.755,NM,NM,.,0.883,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.755,NM,NM,.,0.883,.,.,.,.,.,.,.,.,.,.
2017,3,NC,3046,Duke Energy Progress - (NC),Final,AC,10.274,11.937,.,.,22.211,"2,177",193,.,.,"2,370",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,0.010,.,.,0.012,1,1,.,.,2,.,.,.,.,0.000,.,6.139,.,.,6.139,.,12,.,.,12,.,.,.,.,0.000,10.276,18.086,NM,0.000,28.362,"2,178",206,0,0,"2,384",0.000,0.000,0.000,0.000,0.000
2017,3,NC,5416,"Duke Energy Carolinas, LLC",Final,AC,11.195,10.312,3.602,.,25.109,"2,369",208,16,.,"2,593",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,576.530,258.393,116.909,.,951.832,0.003,0.039,.,.,0.042,3,4,.,.,7,.,.,.,.,0.000,.,0.406,.,.,0.406,.,2,.,.,2,.,.,.,.,0.000,11.198,10.757,3.602,0.000,25.557,"2,372",214,16,0,"2,602",576.530,258.393,116.909,0.000,951.832
2017,3,NC,9837,Jones-Onslow Elec Member Corp,Final,AC,0.284,0.000,0.000,0.000,0.284,43,0,0,0,43,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,18.659,0.000,0.000,0.000,18.659,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.284,NM,NM,0.000,0.284,43,0,0,0,43,18.659,0.000,0.000,0.000,18.659
2017,3,NC,16496,Rutherford Elec Member Corp,Final,AC,0.535,0.032,.,.,0.567,102,1,.,.,103,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,39.073,.,.,.,39.073,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.535,0.032,NM,0.000,0.567,102,1,0,0,103,39.073,0.000,0.000,0.000,39.073
2017,3,NC,19876,Virginia Electric & Power Co,Final,AC,0.269,0.450,.,.,0.719,55,7,.,.,62,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.012,0.046,.,.,0.058,2,7,.,.,9,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.281,0.496,NM,0.000,0.777,57,14,0,0,71,0.000,0.000,0.000,0.000,0.000
2017,3,NC,24889,Brunswick Electric Member Corp,Final,AC,0.552,.,.,.,0.552,69,.,.,.,69,.,.,.,.,0.000,.,.,.,.,0,0.007,.,.,.,0.007,11,.,.,.,11,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.559,NM,NM,0.000,0.559,80,0,0,0,80,0.000,0.000,0.000,0.000,0.000
2017,3,NC,99999,State Adjustment,Final,AC,5.294,0.082,.,.,5.376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.294,0.082,.,.,5.376,.,.,.,.,.,.,.,.,.,.
2017,3,ND,12301,Nodak Electric Coop Inc,Final,AC,0.014,0.000,0.000,0.000,0.014,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.717,0.000,0.000,0.000,0.717,0.166,.,0.060,0.000,0.226,7,.,2,0,9,4.667,.,1.520,0.000,6.187,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,.,0.000,0.180,NM,0.060,0.000,0.240,10,0,2,0,12,5.384,0.000,1.520,0.000,6.904
2017,3,ND,14232,Otter Tail Power Co,Final,AC,0.000,0.021,0.000,0.000,0.021,0,2,0,0,2,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.000,1.100,0.000,0.000,1.100,0.002,0.077,0.000,0.000,0.079,1,3,0,0,4,0.024,4.178,0.000,0.000,4.202,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.002,0.098,NM,0.000,0.100,1,5,0,0,6,0.024,5.278,0.000,0.000,5.302
2017,3,ND,19790,Verendrye Electric Coop Inc,Final,AC,0.010,.,.,.,0.010,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.725,.,.,.,0.725,0.034,.,.,.,0.034,4,.,.,.,4,0.149,.,.,.,0.149,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.044,NM,NM,0.000,0.044,7,0,0,0,7,0.874,0.000,0.000,0.000,0.874
2017,3,ND,24949,Cass County Elec Coop Inc,Final,DC,0.208,.,.,.,0.208,21,.,.,.,21,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,10.578,.,.,.,10.578,0.225,.,.,.,0.225,18,.,.,.,18,9.508,.,.,.,9.508,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.433,NM,NM,0.000,0.433,39,0,0,0,39,20.086,0.000,0.000,0.000,20.086
2017,3,ND,99999,State Adjustment,Final,AC,.,.,NM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NM,.,.,.,.,.,.,.,.,.,.,.,.
2017,3,NE,4373,Cornhusker Public Power Dist,Final,AC,0.045,.,.,.,0.045,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.025,.,.,.,0.025,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.070,NM,NM,0.000,0.070,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000
